param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.599484,0.9,10,0.6633333333333333,0.09333333333333332,340,0.5333333333333333,0.8166666666666667,0.6333333333333333,0.6333333333333333,0.7,0.7164634227752685,0.02104778289794922
sqrt,1,0.599484,0.9,20,0.7766666666666667,0.10572501018102472,10,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.9166666666666667,0.7,0.7197941780090332,0.02111077308654785
sqrt,1,0.599484,0.9,50,0.7966666666666666,0.07986099033807297,3,0.7166666666666667,0.8166666666666667,0.8333333333333333,0.9166666666666667,0.7,0.7246830463409424,0.02120523452758789
sqrt,1,2.15443,0.1,5,0.6233333333333333,0.06463573143221775,444,0.5333333333333333,0.7333333333333334,0.6333333333333333,0.6166666666666667,0.6,0.7264238834381104,0.020967817306518553
sqrt,1,2.15443,0.1,10,0.6299999999999999,0.05416025603090639,427,0.6333333333333333,0.65,0.5333333333333333,0.6333333333333333,0.7,0.7274818897247315,0.02096719741821289
sqrt,1,2.15443,0.1,20,0.76,0.09104333522498444,31,0.7166666666666667,0.7333333333333334,0.6333333333333333,0.8166666666666667,0.9,0.7351716995239258,0.021298313140869142
sqrt,1,2.15443,0.1,50,0.7533333333333333,0.09683892697555967,63,0.6166666666666667,0.8166666666666667,0.7166666666666667,0.7166666666666667,0.9,0.7377404689788818,0.020902156829833984
sqrt,1,2.15443,0.3,5,0.53,0.09451631252505216,736,0.43333333333333335,0.65,0.6333333333333333,0.43333333333333335,0.5,0.7708319664001465,0.021029090881347655
sqrt,1,2.15443,0.3,10,0.7033333333333334,0.10132456102380444,233,0.9,0.65,0.6333333333333333,0.6333333333333333,0.7,0.7754783630371094,0.021100473403930665
sqrt,1,2.15443,0.3,20,0.7166666666666666,0.08628119403696521,191,0.6166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.7758368492126465,0.02115602493286133
sqrt,1,2.15443,0.3,50,0.7166666666666666,0.08628119403696521,191,0.6166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.7854063510894775,0.02117152214050293
sqrt,1,2.15443,0.5,5,0.66,0.10780641085864154,359,0.8166666666666667,0.7333333333333334,0.6166666666666667,0.6333333333333333,0.5,0.8182198524475097,0.021123981475830077
sqrt,1,2.15443,0.5,10,0.6633333333333333,0.08589399151150079,340,0.6333333333333333,0.8333333333333333,0.6166666666666667,0.6333333333333333,0.6000000000000001,0.8215783119201661,0.021076726913452148
sqrt,1,2.15443,0.5,20,0.7366666666666667,0.09854496999396324,113,0.6166666666666667,0.7333333333333334,0.7166666666666667,0.9166666666666667,0.7,0.8207199573516846,0.021216297149658205
sqrt,1,2.15443,0.5,50,0.7166666666666666,0.08628119403696521,191,0.6166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.8246360778808594,0.021103906631469726
